Id,SalePrice
1564,102723.8218434155
1565,154500.07605999708
1566,170385.0792452693
1567,114853.95662486553
1568,243335.94214320183
1569,125830.24333715439
1570,188214.93258923292
1571,149014.45433050394
1572,160303.62662374973
1573,195349.50500279665
1574,130092.68299490213
1575,217310.20128428936
1576,131363.4540632367
1577,180504.6567156911
1578,126730.42113035917
1579,111415.69186002016
1580,200129.43610101938
1581,177058.8056102395
1582,126924.54346120358
1583,246860.57530343533
1584,243459.83448922634
1585,133264.93224352598
1586,87366.71851500869
1587,127144.49368715286
1588,163064.82926756144
1589,100013.97990584373
1590,156367.13135391474
1591,127777.70096510649
1592,128399.75943416357
1593,130187.5498086214
1594,151168.39562505484
1595,127475.35256445408
1596,184928.38390618563
1597,160396.6478213668
1598,230963.40392827988
1599,166455.63379973173
1600,163954.10504937172
1601,78669.23117265105
1602,89056.0474164784
1603,115121.16857245564
1604,159518.91787052155
1605,241735.12770235538
1606,183646.88251167536
1607,122890.10713919997
1608,201689.85086381435
1609,168661.20942384005
1610,182542.30273514986
1611,148235.66871732473
1612,165797.4892437458
1613,157933.09369534254
1614,110975.55534094572
1615,143405.03682792187
1616,131213.09000253677
1617,133166.0952091217
1618,111045.84434255958
1619,181559.58727300167
1620,198869.07344907522
1621,140269.96815949678
1622,156948.15705567598
1623,232492.81877875328
1624,229442.25142896175
1625,113532.37746208906
1626,163660.66281944513
1627,174951.85241401196
1628,241367.12043583393
1629,215645.3911781311
1630,242338.25787603855
1631,191508.70278179646
1632,224296.18014097214
1633,213190.90417772532
1634,202730.8105364442
1635,215143.96303594112
1636,186297.29453772306
1637,173441.19417369366
1638,227589.59623277187
1639,152312.3127773404
1640,222480.1797389984
1641,143983.0258473754
1642,339272.71960675716
1643,255792.1554416418
1644,273282.2008162737
1645,159293.8278183341
1646,149197.08448201418
1647,139919.42986398935
1648,132406.01255446672
1649,162852.11128145456
1650,119960.70663258433
1651,98648.40104058385
1652,137787.77545690536
1653,132927.14157551527
1654,196004.88113462925
1655,113814.69770893455
1656,155261.10298335552
1657,183955.64764738083
1658,162652.5808662176
1659,134251.66084766388
1660,119112.47434839606
1661,296046.4590340853
1662,276699.0800410509
1663,302490.513497591
1664,319777.3479551077
1665,293098.2160747051
1666,204715.0731831789
1667,296402.0405828953
1668,294079.568785429
1669,223096.7657417059
1670,276907.2054475546
1671,223366.0110861063
1672,312639.25599455833
1673,244204.24013733864
1674,229189.91707861423
1675,179143.68652552366
1676,138301.55420452356
1677,178086.87816113234
1678,310962.5996083021
1679,310817.7402049303
1680,291316.1664247513
1681,267913.23919296265
1682,220568.8725799322
1683,206211.1703708768
1684,250251.2510716915
1685,227089.69179689884
1686,191682.6735600829
1687,229387.48384416103
1688,232400.90280473232
1689,233452.58207321167
1690,227992.69166588783
1691,225934.89409387112
1692,240324.15419220924
1693,219899.6006757021
1694,200799.55570101738
1695,210363.29154521227
1696,237778.74913811684
1697,210825.66130012274
1698,240317.8662210703
1699,229316.81391596794
1700,244016.58819317818
1701,255584.33048427105
1702,222612.80657052994
1703,234710.64843535423
1704,205405.25849312544
1705,210021.27312868834
1706,304957.02919363976
1707,215604.61593866348
1708,216961.7017507553
1709,210724.45286363363
1710,207528.1891450286
1711,314446.2000012398
1712,257013.91038000584
1713,319353.2210826874
1714,234603.68854403496
1715,256781.10522329807
1716,200545.94444185495
1717,240917.7129149437
1718,198341.001906991
1719,201264.4685432315
1720,180764.56667631865
1721,214694.4589421153
1722,194295.63674777746
1723,174701.6533985734
1724,192016.09698534012
1725,250961.53428256512
1726,221169.8781490326
1727,177010.92689484358
1728,204309.93898808956
1729,168132.51552283764
1730,138215.63648283482
1731,141241.67430698872
1732,111118.47255527973
1733,123504.76704835892
1734,127629.40785735846
1735,182584.05443429947
1736,117524.40753504634
1737,228788.23804855347
1738,196917.81728565693
1739,261558.41812193394
1740,218708.29840302467
1741,195239.91618156433
1742,238410.18591225147
1743,252408.66899192333
1744,257435.91264784336
1745,193872.4648743868
1746,190519.742269814
1747,211789.65234309435
1748,226305.41225671768
1749,133733.11783522367
1750,153171.41488194466
1751,250957.5211405754
1752,110084.33737009764
1753,143352.74794846773
1754,165335.11948883533
1755,116182.22614601254
1756,87891.36708304286
1757,123227.89780721068
1758,137987.02688366175
1759,134960.19501537085
1760,194269.4869428873
1761,133791.4156973362
1762,173530.7280153036
1763,219649.66991841793
1764,124728.94167527556
1765,149368.87700408697
1766,140781.11797720194
1767,198904.6981319785
1768,148714.3271073699
1769,161690.32813608646
1770,189875.46129524708
1771,121839.27020132542
1772,138032.98487067223
1773,145092.2303944826
1774,170519.31562572718
1775,141582.53384828568
1776,124611.39095202088
1777,129901.10375136137
1778,172064.1284942627
1779,147698.6051619053
1780,179382.1572944522
1781,132440.02768844366
1782,114793.23907420039
1783,155731.87458366156
1784,93731.80314302444
1785,217247.9868531227
1786,218161.24491393566
1787,158429.99363988638
1788,130505.8863952756
1789,134901.92934423685
1790,93041.78951829672
1791,199153.6953508854
1792,148982.8642502427
1793,132503.16492766142
1794,162440.16332924366
1795,120113.01824748516
1796,124956.49433732033
1797,121186.2440109253
1798,122288.86013776064
1799,132488.33561688662
1800,136460.75601875782
1801,122073.31471070647
1802,141355.01874238253
1803,173045.7816541195
1804,109656.46024867892
1805,141806.6581711173
1806,139503.07174772024
1807,142710.23747771978
1808,108730.45456036925
1809,126798.79476875067
1810,120751.58532336354
1811,168720.71981281042
1812,112393.02606359124
1813,107739.96497690678
1814,103045.49019634724
1815,82689.79854807258
1816,87958.53355973959
1817,119479.32810485363
1818,152491.45557284355
1819,194256.9110006094
1820,115709.44260954857
1821,127963.22830468416
1822,157049.30111020803
1823,117824.42745491862
1824,180811.74792051315
1825,127491.5875479579
1826,101121.49442657828
1827,84970.05724236369
1828,103363.46195191145
1829,106209.15518403053
1830,119653.30961346626
1831,125377.00508981943
1832,140917.44677126408
1833,142541.52455925941
1834,135728.4541785717
1835,100204.02471274137
1836,120302.58555486798
1837,123885.72045341134
1838,159541.3120612502
1839,101726.34145244956
1840,152920.5505862832
1841,153167.54123419523
1842,130614.85285758972
1843,145480.16387671232
1844,98704.16118055582
1845,166864.43776637316
1846,118197.7623283863
1847,163276.28107517958
1848,102909.7354747355
1849,118822.85211458802
1850,125574.0567997098
1851,166694.1260293126
1852,144592.64786839485
1853,167836.72335147858
1854,184399.77584779263
1855,196359.70083028078
1856,253394.12068724632
1857,141579.3898627162
1858,148168.0569320917
1859,123618.36364641786
1860,211976.49951279163
1861,123467.05531701446
1862,198349.37156140804
1863,197357.34217613935
1864,197366.70975089073
1865,284795.92664539814
1866,322880.81581294537
1867,207702.15992331505
1868,224038.75961601734
1869,194854.74039316177
1870,191037.84533888102
1871,196112.71018236876
1872,216934.74717140198
1873,237746.17186784744
1874,157795.39141952991
1875,180359.81877297163
1876,195678.1856238842
1877,201444.44830417633
1878,210613.56567293406
1879,132611.56268268824
1880,143776.8533602357
1881,209915.60087651014
1882,249270.73532640934
1883,230782.12579786777
1884,224163.4245455265
1885,204393.77502650023
1886,222514.23779428005
1887,212889.4034728408
1888,202888.66436481476
1889,204337.6017689705
1890,104039.41348418593
1891,89278.21345478296
1892,99806.85778483748
1893,142216.25618189573
1894,133886.1430168152
1895,128674.23044741154
1896,113242.73376762867
1897,90344.67374756932
1898,135608.092109859
1899,161505.42315542698
1900,113820.06287202239
1901,122999.98567923903
1902,125983.93379896879
1903,158094.32757645845
1904,137565.17484039068
1905,142319.36388611794
1906,126787.71034181118
1907,148334.75254923105
1908,123356.31298571825
1909,157797.10827171803
1910,142367.6610842347
1911,215963.43804597855
1912,291365.1181727648
1913,174228.40309292078
1914,95440.74171558022
1915,207154.30165976286
1916,92249.73585680127
1917,213457.31671601534
1918,112999.91721659899
1919,146364.11741673946
1920,118601.40500813723
1921,286142.90449023247
1922,272369.77972090244
1923,197497.5553482771
1924,212790.2659893036
1925,220442.74832606316
1926,291022.47739732265
1927,160149.76447671652
1928,136481.88403099775
1929,84174.33917447925
1930,131695.52546739578
1931,96926.74166634679
1932,144355.13209849596
1933,164338.08977156878
1934,171758.64683836699
1935,187305.68767040968
1936,177938.56359273195
1937,189519.203735888
1938,208400.42516887188
1939,219895.24416327477
1940,212208.39259177446
1941,173633.42796713114
1942,215463.2331609726
1943,206753.00892144442
1944,279109.79804098606
1945,307982.40173757076
1946,145751.79135352373
1947,267058.1180393696
1948,153549.61595833302
1949,231249.3241995573
1950,159010.22529751062
1951,218069.5006251335
1952,148580.53067028522
1953,200841.32886081934
1954,176478.72417718172
1955,126768.12749654055
1956,213706.5821930766
1957,119855.47432377934
1958,262563.6565387249
1959,168743.1461945176
1960,114760.93006208539
1961,97150.57090520859
1962,124969.81067210436
1963,124323.78601953387
1964,115810.95686033368
1965,144889.07312899828
1966,107201.4581926167
1967,199813.9215901494
1968,332034.0844899416
1969,288446.1046218872
1970,291422.41811454296
1971,324246.7648744583
1972,268208.43046605587
1973,239489.03436660767
1974,278723.80674779415
1975,325243.22588443756
1976,210319.6191176772
1977,245638.26238811016
1978,247299.87485706806
1979,284977.0974725485
1980,135565.7180517912
1981,276606.82069659233
1982,184388.45535367727
1983,175296.381726861
1984,186455.5561184883
1985,206010.40596812963
1986,122340.86466357112
1987,174748.71660917997
1988,211196.29749655724
1989,213908.18356126547
1990,229524.74617660046
1991,199038.03316503763
1992,214625.8277758956
1993,214345.95940858126
1994,211949.29813593626
1995,178672.32475727797
1996,210011.72313839197
1997,320453.53018939495
1998,196993.3051303029
1999,226042.0256704092
2000,260560.5407088995
2001,214772.70448058844
2002,195522.96072542667
2003,223125.86638629436
2004,232757.32131898403
2005,183676.4874815941
2006,213480.84832131863
2007,231046.84294462204
2008,226959.9836140871
2009,200214.54904824495
2010,226266.33240878582
2011,217266.7005419731
2012,165630.14980703592
2013,198341.8925240636
2014,193676.3896241784
2015,233196.44918739796
2016,217802.12235748768
2017,178614.14492875338
2018,123958.60082879663
2019,151824.28681254387
2020,182176.8170952797
2021,122930.42633980513
2022,127433.35406780243
2023,114667.64060631394
2024,247800.95962882042
2025,252806.2919586897
2026,198182.22527056932
2027,224669.63841319084
2028,205566.17046445608
2029,175451.71392858028
2030,304323.10298383236
2031,236311.8062466383
2032,318676.116040349
2033,302315.9096300602
2034,304449.65645074844
2035,272022.1171528101
2036,285018.30192506313
2037,281777.52881348133
2038,299447.65052199364
2039,222862.35103607178
2040,284903.14406454563
2041,263259.496730566
2042,221657.22810328007
2043,167852.36816704273
2044,163044.09827739
2045,193633.52197110653
2046,156176.3783454895
2047,140385.5552330613
2048,101208.89829844236
2049,159455.66259771585
2050,166980.17506450415
2051,105221.50913700461
2052,133243.63254606724
2053,183157.64402002096
2054,92098.26120734215
2055,151130.86094409227
2056,173153.35317403078
2057,119637.07999512553
2058,216609.8328948021
2059,128031.21565133333
2060,177159.41314846277
2061,147895.9036692977
2062,121830.68594038486
2063,144392.64531880617
2064,111626.02234855294
2065,99565.8492937684
2066,134307.308319211
2067,148484.35475677252
2068,148037.24352568388
2069,99822.42748811841
2070,107097.30428159237
2071,79037.96273618937
2072,91880.77895641327
2073,130738.1013840437
2074,168657.41088837385
2075,166227.56071686745
2076,86027.11776942015
2077,172636.46263182163
2078,107327.34637930989
2079,115301.61510258913
2080,121733.81792083383
2081,109219.39796805382
2082,123854.25913706422
2083,119832.68311098218
2084,98965.83627983928
2085,114941.86482205987
2086,106096.37409076095
2087,90956.01262077689
2088,112378.88349369168
2089,86575.42134150863
2090,107251.85853466392
2091,112402.30779573321
2092,92755.65464049578
2093,121514.35592472553
2094,103866.52110368013
2095,102375.7407926023
2096,89786.95431426167
2097,131483.17231237888
2098,74122.30642475188
2099,65070.91414704919
2100,111358.25778916478
2101,102509.72501039505
2102,95645.90555205941
2103,74440.77445790172
2104,86076.46653950214
2105,148815.70722907782
2106,92298.70370030403
2107,154905.2639067173
2108,108263.87851759791
2109,79274.3571870029
2110,99465.16127809882
2111,164460.37256866693
2112,113917.64445826411
2113,105687.3608827591
2114,92060.59776246548
2115,144334.51914191246
2116,108048.84278103709
2117,90427.81231477857
2118,82896.2231978774
2119,77704.50241975486
2120,120390.74054956436
2121,164536.80541014165
2122,63698.6717492342
2123,89288.13364133239
2124,100940.39334654808
2125,114184.92078781128
2126,136788.46018016338
2127,74136.40875592828
2128,111182.52723738551
2129,94923.77069592476
2130,121992.40268617868
2131,137190.2035921812
2132,98384.70863997936
2133,94142.36688315868
2134,88983.95572006702
2135,68496.75051160157
2136,158150.64032822847
2137,108623.41419160366
2138,108734.98812317848
2139,174932.21591711044
2140,179825.69532692432
2141,95661.3625869155
2142,131661.0489293933
2143,80396.12694606185
2144,182120.4077705741
2145,164831.39505684376
2146,135187.19506561756
2147,185100.4983380437
2148,95064.41308110952
2149,96714.27584290504
2150,149091.16543233395
2151,110346.28072753549
2152,138917.42127537727
2153,226988.805270195
2154,79579.7530002892
2155,141165.9825861454
2156,203871.3583663106
2157,222481.93951249123
2158,233262.69822120667
2159,199061.0389843583
2160,205212.9173964262
2161,214933.6486428976
2162,318217.71650612354
2163,324171.5667486191
2164,221769.5531576872
2165,139497.7495059371
2166,124925.14032423496
2167,200065.2902111411
2168,213995.33527046442
2169,209967.46054291725
2170,221762.23507523537
2171,156308.50085169077
2172,115815.72649031878
2173,163208.84097516537
2174,237356.81125223637
2175,225223.7309962511
2176,212394.40279603004
2177,248490.87668061256
2178,218173.77793490887
2179,101317.64478906989
2180,84143.01735237241
2181,186143.34654808044
2182,186995.21641284227
2183,184078.04847806692
2184,122717.71908402443
2185,118296.70130088925
2186,105444.95208412409
2187,187464.8827895522
2188,157132.117767632
2189,164536.80541014165
2190,100561.40359118581
2191,101426.18740350008
2192,123344.3325765431
2193,181245.76815366745
2194,135879.633744061
2195,114839.1863308847
2196,110653.33974137902
2197,139413.9349281788
2198,128838.85511159897
2199,176588.00181895494
2200,120783.31489786506
2201,121377.10432261229
2202,172340.9709095955
2203,138417.02324450016
2204,135466.02259129286
2205,119635.29339581728
2206,102980.15860542655
2207,151107.26495683193
2208,203183.2762002945
2209,153718.57567429543
2210,106860.42160093784
2211,109295.96421048045
2212,89297.2651489079
2213,102096.52697518468
2214,156412.2631058097
2215,68924.74030144513
2216,111111.21348962188
2217,92478.27034369111
2218,94538.91681730747
2219,81485.12092381716
2220,96231.49700760841
2221,204305.17472326756
2222,211653.24843674898
2223,250896.16513550282
2224,227674.32288825512
2225,163323.2369825244
2226,161895.12714147568
2227,197528.35138440132
2228,204868.62415075302
2229,208707.7953621745
2230,203068.17199140787
2231,223023.37031066418
2232,157832.94756114483
2233,196966.61880910397
2234,206076.16140693426
2235,219547.53867387772
2236,201435.74600964785
2237,246445.4619050026
2238,79507.88127556443
2239,122133.7264470756
2240,97988.82398605347
2241,22309.841381199658
2242,79862.641954422
2243,113454.00852486491
2244,113325.64699798822
2245,139524.07099604607
2246,161342.00028777122
2247,132002.5093689561
2248,110430.06311431527
2249,163444.76865679026
2250,119694.57308277488
2251,113547.9847215116
2252,127158.99035781622
2253,204827.2694736719
2254,204336.52873635292
2255,178667.15274006128
2256,200412.42699325085
2257,201737.04283833504
2258,181093.39752197266
2259,172600.5053088069
2260,120593.8495285809
2261,164820.2569782734
2262,205867.73555129766
2263,263280.09895682335
2264,287732.4735492468
2265,121725.77017620206
2266,246358.5891842842
2267,230054.50237989426
2268,323458.42927098274
2269,153123.2357174158
2270,198469.443911314
2271,180551.23706161976
2272,222154.1709691286
2273,177941.5037021041
2274,152436.54849380255
2275,104364.0702329576
2276,154913.247269392
2277,160067.9886609316
2278,128774.82725530863
2279,234075.88526010513
2280,113827.49898806214
2281,181257.74319767952
2282,186680.4959461093
2283,113313.43588680029
2284,178558.40088427067
2285,93057.75087848306
2286,116457.24977105856
2287,296914.0488266945
2288,210629.73627448082
2289,217705.52796125412
2290,322721.5563118458
2291,272742.8946226835
2292,312765.7665401697
2293,312332.4115872383
2294,304219.0402805805
2295,371966.88604950905
2296,195971.52055054903
2297,268055.84522783756
2298,299209.845033288
2299,333034.8590910435
2300,215654.46903407574
2301,299518.8998878002
2302,211328.01225036383
2303,213218.64207088947
2304,205394.03457194567
2305,144829.53054904938
2306,133209.38134491444
2307,188384.0854510665
2308,162936.69844269753
2309,267426.6189008951
2310,179669.42958682775
2311,179034.39815342426
2312,190295.13508230448
2313,205619.3499609828
2314,187840.12229591608
2315,201650.1057356596
2316,211893.98330450058
2317,185517.10325181484
2318,210491.1863029003
2319,212475.019736588
2320,191255.3275898099
2321,197214.50007408857
2322,191285.71587353945
2323,185657.86367058754
2324,216829.67581748962
2325,196240.32595157623
2326,228255.0266802311
2327,219681.2814593315
2328,211301.6263782978
2329,188228.30257564783
2330,177953.1031847
2331,242073.34758341312
2332,256035.60508191586
2333,224524.80047047138
2334,226110.2276235819
2335,236042.58236289024
2336,231842.53955185413
2337,202840.7105371356
2338,206435.73463708162
2339,191675.55935382843
2340,293661.10752522945
2341,224330.36696016788
2342,229108.10907185078
2343,214412.31574565172
2344,230239.85803425312
2345,219829.98231947422
2346,212555.05723953247
2347,200350.45935958624
2348,240980.1204919815
2349,188269.71090435982
2350,352739.5579457283
2351,256889.61028158665
2352,186173.37000072002
2353,273462.3200714588
2354,159258.14948379993
2355,215368.63460540771
2356,178576.51367485523
2357,198091.52182340622
2358,195902.74989008904
2359,132585.94939410686
2360,90125.20102113485
2361,114917.64111071825
2362,222955.61903119087
2363,147035.6319591403
2364,178590.23776203394
2365,203921.39387726784
2366,183327.7840718627
2367,224926.17905139923
2368,202425.03916174173
2369,230421.11470401287
2370,174065.956684947
2371,184169.3420931697
2372,221987.93675601482
2373,255120.1365739107
2374,267543.87990534306
2375,205643.25712770224
2376,230798.45735430717
2377,189297.5795790553
2378,154573.32126647234
2379,175853.6397561431
2380,84516.84045568109
2381,139470.75200527906
2382,175887.8051146865
2383,192539.5115658641
2384,216766.53857827187
2385,137158.35598409176
2386,125358.2162886858
2387,167908.0478295684
2388,158980.137462914
2389,116700.93547850847
2390,117502.96297818422
2391,82652.60723754764
2392,88861.742670089
2393,115522.62226566672
2394,152724.9796614051
2395,185981.88733011484
2396,110833.73798504472
2397,198401.22049748898
2398,121271.52327820659
2399,125374.86975491047
2400,100579.21593263745
2401,77777.31304802
2402,136289.42490071058
2403,124549.8525314033
2404,85200.97386166453
2405,173789.0284270048
2406,160437.4767124653
2407,135978.3205538988
2408,123261.85392439365
2409,109563.86289894581
2410,129275.48281401396
2411,111697.57216349244
2412,118579.86387833953
2413,123245.83891257644
2414,216593.60864162445
2415,147766.82857573032
2416,87230.69017007947
2417,94507.48769193888
2418,139528.93183380365
2419,110018.54974031448
2420,112521.10323682427
2421,129589.44142758846
2422,89348.13762530684
2423,111536.40266433358
2424,122236.1313149333
2425,142647.40068763494
2426,88400.08111670613
2427,156490.10089188814
2428,178001.02482140064
2429,95573.78166466951
2430,139210.5415955186
2431,133868.37359666824
2432,171173.99428635836
2433,102465.67165628076
2434,136530.08465617895
2435,127345.18297761679
2436,107337.52945885062
2437,106952.16588973999
2438,82627.95431315899
2439,72158.72379913926
2440,95175.71338936687
2441,76509.06628891826
2442,83348.19526672363
2443,72161.69609948993
2444,117875.52526816726
2445,65284.93050262332
2446,109177.95208320022
2447,135252.88612246513
2448,105834.2536829412
2449,98161.28178834915
2450,104313.6645257473
2451,132968.5713648796
2452,78527.67134457827
2453,87442.26537644863
2454,108353.49820181727
2455,91942.8217023611
2456,78114.51086550951
2457,90564.5381309092
2458,149831.2252983451
2459,53276.98596920818
2460,119132.38983377814
2461,87888.93666416407
2462,96950.3966704011
2463,105481.76783323288
2464,136365.40634036064
2465,129885.11556535959
2466,106992.4582645297
2467,155550.43549835682
2468,83467.97253265977
2469,104634.6890591085
2470,148214.369019866
2471,152796.13245427608
2472,100579.4627301395
2473,93576.36900320649
2474,80639.45318758488
2475,167701.85388177633
2476,167271.39611691236
2477,112227.10839509964
2478,101829.04676944017
2479,95533.67170542479
2480,100381.43456056714
2481,124614.26667943597
2482,140418.72267127037
2483,100124.96903464198
2484,102347.58441671729
2485,160010.44192165136
2486,132558.8767811656
2487,163419.71334517002
2488,153937.1631488204
2489,162986.00429147482
2490,132444.53442543745
2491,83461.03537678719
2492,116449.34152066708
2493,164194.38924342394
2494,94338.5548017919
2495,91618.99655386806
2496,156692.92551726103
2497,149397.82742410898
2498,98880.07951304317
2499,124906.50711283088
2500,93892.61317625642
2501,115275.5833312869
2502,131348.6784040928
2503,101695.98535969853
2504,229528.33010554314
2505,232725.70977807045
2506,232051.26585662365
2507,222928.92197966576
2508,233693.67104172707
2509,206494.75143104792
2510,198443.83062273264
2511,184140.17706662416
2512,219481.56862854958
2513,200332.85089433193
2514,170913.40831518173
2515,78831.69367611408
2516,202207.25646167994
2517,128008.08106809855
2518,161672.20461517572
2519,217654.92374300957
2520,211387.06123530865
2521,200588.3399605751
2522,219621.19163274765
2523,108239.62261527777
2524,165597.8515252471
2525,141341.0371273756
2526,86439.16229456663
2527,121540.1462636888
2528,112424.32105988264
2529,233907.9985767603
2530,158502.9062062502
2531,205020.41534483433
2532,218824.87266659737
2533,231232.69219398499
2534,188589.93602842093
2535,231402.93954908848
2536,225720.67386209965
2537,184936.345808208
2538,205899.33636188507
2539,196005.90051561594
2540,182482.4811667204
2541,211075.3237992525
2542,198132.38290548325
2543,93162.27498576045
2544,81766.180357337
2545,100111.3200597465
2546,117560.29511094093
2547,171733.31253826618
2548,147299.34045523405
2549,178920.60304433107
2550,384432.6064169407
2551,86020.52934914827
2552,112734.63136255741
2553,106459.48832854629
2554,99713.00498694181
2555,99129.66153472662
2556,89621.58389240503
2557,112259.72858667374
2558,132938.39768767357
2559,98767.00870096684
2560,112236.17015555501
2561,104207.04800486565
2562,112172.90415242314
2563,114137.38544285297
2564,190493.6568468809
2565,114365.49071669579
2566,146781.49491399527
2567,125654.90980744362
2568,151526.16616040468
2569,116488.45892474055
2570,90758.98773670197
2571,190883.68274271488
2572,101142.56342202425
2573,150927.71440893412
2574,202609.87976044416
2575,101986.20849177241
2576,102442.42976978421
2577,164536.80541014165
2578,98235.13325825334
2579,66710.07340848446
2580,132235.41109859943
2581,130874.71989691257
2582,145091.38269871473
2583,130900.76239854097
2584,124846.29925265908
2585,200586.74114197493
2586,210275.1311853528
2587,150978.0396386981
2588,141920.90395390987
2589,86828.52291017771
2590,198234.72875654697
2591,207764.2026692629
2592,195667.39091575146
2593,273997.26975262165
2594,175596.19777053595
2595,170796.39410823584
2596,233680.1508307457
2597,163677.77768969536
2598,241204.0838599205
2599,298742.1101152897
2600,97262.89595961571
2601,70665.05166515708
2602,123104.42394390702
2603,112082.29727819562
2604,105821.4953251183
2605,118194.15157362819
2606,104395.08624076843
2607,244589.2871618271
2608,201533.81046056747
2609,157468.87832432985
2610,73731.26919567585
2611,114325.49879103899
2612,150942.00720340014
2613,124522.1790201962
2614,114884.0712852776
2615,113298.62267151475
2616,169288.46137076616
2617,142467.23851114511
2618,289480.44368326664
2619,155562.2281268239
2620,175774.85770136118
2621,161199.437174201
2622,178320.4773619771
2623,232274.6712476015
2624,292980.4614752531
2625,279016.594427824
2626,128191.0545900464
2627,152562.12550103664
2628,317086.7186665535
2629,368246.8751102686
2630,261996.45149707794
2631,351389.3824636936
2632,318898.25525283813
2633,187816.9447913766
2634,333657.2823911905
2635,84857.47466012836
2636,175283.95600914955
2637,100225.43707862496
2638,241414.9776905775
2639,155827.69639641047
2640,137598.06329011917
2641,54194.69577409327
2642,180427.99926549196
2643,117010.79510748386
2644,145409.6334427595
2645,96458.44340622425
2646,96043.42121556401
2647,118758.110691607
2648,96691.41488298774
2649,148233.75871926546
2650,91374.3558473885
2651,124600.29579475522
2652,255663.7134373188
2653,175474.38710778952
2654,194705.46009540558
2655,297817.6066726446
2656,297041.54656231403
2657,242383.15356075764
2658,287180.48411011696
2659,243782.53831863403
2660,302435.0806325674
2661,187315.10889679193
2662,280485.08248627186
2663,234429.55681085587
2664,257613.34932148457
2665,209672.34438210726
2666,192348.58687222004
2667,189092.01872050762
2668,209927.2754713893
2669,166314.9270325899
2670,228944.45013701916
2671,209762.59715557098
2672,191015.2150809765
2673,164616.69196039438
2674,115140.25245755911
2675,165489.6683767438
2676,215116.04272723198
2677,170370.3786984086
2678,244703.6509782076
2679,208181.6230878234
2680,226639.25416469574
2681,353240.234965086
2682,263924.9915599823
2683,313020.7190901041
2684,261502.4272799492
2685,211319.83574181795
2686,227462.97838389874
2687,236230.53475618362
2688,193093.60414892435
2689,185782.60371237993
2690,351345.58127224445
2691,202626.02890133858
2692,162674.3419677019
2693,192445.73924541473
2694,168807.58180320263
2695,218482.61818289757
2696,198456.7821264267
2697,177873.24809730053
2698,221104.91675436497
2699,169074.57377910614
2700,151236.565387249
2701,180969.3442210555
2702,116248.51273596287
2703,92051.38041228056
2704,66265.01703485847
2705,111558.79685506225
2706,132054.84116971493
2707,125357.51881748438
2708,111291.28445833921
2709,105821.68847098947
2710,105968.90318095684
2711,159555.72288930416
2712,250909.68534648418
2713,186132.21919983625
2714,180747.9024797678
2715,162653.5144045949
2716,154840.7317250967
2717,209779.56180125475
2718,221950.98151266575
2719,109952.39191427827
2720,161209.05154645443
2721,128751.27418935299
2722,107795.56416198611
2723,168944.7368323803
2724,76314.43426758051
2725,128751.81070566177
2726,154767.4221366644
2727,151888.55073601007
2728,132173.33616167307
2729,140201.2833416462
2730,126529.33481782675
2731,111499.54399392009
2732,92989.34504911304
2733,145219.1379621625
2734,144579.35299426317
